all_authors,year_published,title,publisher,volume,document_link,date_uploaded,abstract,keywords,pdf_path,cleaned,start,end
"Hagelstein, P. L., Chaudhary, I.",2008,Excitation transfer and energy exchange processes for modeling the Fleischmann-Pons excess heat effect,ICCF-14 International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/Hagelsteinexcitation.pdf,2009-10-02,"The absence of energetic particles commensurate with the energy produced is the single most notable feature of the Fleischmann-Pons experiment for theory, assuming that a new nuclear process is involved.? We discuss briefly energy exchange between two-level systems and a low energy oscillator, concluding that spin-boson models augmented with loss are able to describe coherent energy exchange involving a large number of oscillator quanta.? Since the coupling between deuterons and the lattice is weak, the excitation must be transferred to a different system with stronger coupling, in order to develop a simple model relevant for heat production.? The resulting toy model can be used for simulation, and we describe briefly ongoing efforts to develop a computational model.",Theory,1581_Hagelsteinexcitation.pdf,,,
"Hagelstein, P. L., Chaudhary, I.",2008,Models Relevant to Excess Heat Production in Fleischmann-Pons Experiments,Low-Energy Nuclear Reactions Sourcebook,,http://lenr-canr.org/acrobat/Hagelsteinmodelsrele.pdf,2013-02-11,"Observations of excess heat in the absence of commensurate energetic charged particles challenges local energy and momentum conservation, a foundation of nuclear physics. We have explored models based on excitation transfer, in which global energy is conserved but local energy conservation is violated. We present recent results on both excitation transfer and anomalous energy exchange within the context of lossless spin-boson models. We introduce a rotation that allows us to isolate terms in the rotated Hamiltonian responsible for both processes. Spin-boson type models augmented with loss appear to be sufficiently strong to account for the excess heat effect.",,1582_Hagelsteinmodelsrele.pdf,,,
"Hagelstein, P. L., Chaudhary, I., Melich, M. E., Johnson, R.",2008,A Theoretical Formulation for Problems in Condensed Matter Nuclear Science,ICCF-14 International Conference on Condensed Matter Nuclear Science,,,,,"Theory,",,,,
"Hagelstein, P. L., Melich, M. E., Johnson, R.",2008,Input To Theory From Experiment In The Fleischmann-Pons Effect,ICCF-14 International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/Hagelsteininputtothe.pdf,2009-10-02,"Excess heat in the Flesichmann-Pons effect constitutes a new physical effect unlike other physical processes with which we are familiar. Many groups have proposed theoretical mechanisms to account for the effect, but at present none has been generally accepted. This motivates us to review what experiment tells us about theory. There exists a relatively large body of experimental results, and it is possible to connect many of these individual results to theoretical statements, which might then be used as the basis for the development of new theoretical models.",Theory,1584_Hagelsteininputtothe.pdf,,,
"Hagelstein, P. L., Chaudhary, I.",2008,Electron mass shift in nonthermal systems,J. Phys. B,41,,,,,,,,
"Hagelstein, P. L., Chaudhary, I.",2009,Modeling excess heat in the Fleischmann-Pons experiment (PowerPoint slides),15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/Hagelsteinmodelingex.pdf,2010-06-08,"Over the past several years we have described models based on the linear coupling between two-level systems and an oscillator which are able to convert a large energy quantum into a large number of small energy quantum. At ICCF14 we presented a formula that can be used to calculate the phonon exchange matrix element for a nuclear reaction occurring in a lattice; in this presentation we report on our progress in the brute force computation of the matrix element based on realistic nuclear models. We consider also the development of semiclassical models which can approximate the dynamics of the quantum model. Finally, we describe the use of these models in a numerical simulation of the Fleischmann-Pons experiment. In these models a bottleneck occurs associated with helium diffusion out of the active region. We find that if the active region is thin (100 nm or less) that helium diffusion is fast, and excess heat production can occur in a steady state mode. If the active region is thick (500 nm or greater), then helium diffusion is slow and excess heat in these models occurs in bursts.",Theory,1586_Hagelsteinmodelingex.pdf,,,
"Hagelstein, P. L., Letts, D., Cravens, D.",2009,Progress on two-laser experiments (PowerPoint slides),15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/Hagelsteinprogresson.pdf,2010-06-08,"Goal: to see if Pxs responds to the beat frequency* In previous years Letts and Cravens showed that a laser could trigger excess heat* Hope was that two lasers might trigger excess heat* If so, then could study the dependence of excess heat on the difference frequency* Possible method to see whether optical phonons involved","Laser stimulation, excess heat",1587_Hagelsteinprogresson.pdf,,,
"Hagelstein, P. L., McKubre, M. C. H., Tanzella, F. L.",2009,Electrochemical models for the Fleischmann-Pons experiment,15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/ViolanteVproceeding.pdf#page=60,2013-08-05,The loading of Pd by hydrogen isotopes in the Fleischmann-Pons experiment does not seem to be well described by the hydrogen/deuterium evolution reaction model that is commonly used for hydrogen in metals. We consider modified versions of the model that may be more relevant to the loading of deuterium in Pd.,,1588_ViolanteVproceeding.pdf,,60.0,65.0
"Hagelstein, P. L., Chaudhary, I.",2009,Arguments for dideuterium near monovacancies in PdD,15th International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/ViolanteVproceedinga.pdf#page=99,2013-08-05,Molecular D2 does not form in bulk PdD because the electron density sufficiently high so that antibonding orbitals are occupied. The electron density can be lower in the vicinity of a vacancy. We examine the possibility that sigma-bonded dideuterium can occur at the lowered electron density near a monovacancy in PdD.,,1589_ViolanteVproceedinga.pdf,,99.0,104.0
"Hagelstein, P. L.",2010,Simple Parameterizations of the Deuteron-Deuteron Fusion Cross Sections,J. Condensed Matter Nucl. Sci.,3,http://lenr-canr.org/acrobat/BiberianJPjcondensedb.pdf#page=37,2010-08-27,Simple parameterizations of the deuteron-deuteron fusion cross sections are given in a form suitable for numerical calculations.,"dd-Fusion cross section, Fitting functions for cross section, Nuclear fusion, Numerical fits",1590_BiberianJPjcondensedb.pdf,,37.0,40.0
"Hagelstein, P. L.",2010,Neutron Yield for Energetic Deuterons in PdD and in D2O,J. Condensed Matter Nucl. Sci.,3,http://lenr-canr.org/acrobat/BiberianJPjcondensedb.pdf#page=41,2010-08-27,"To account for the excess heat in the Fleischmann-Pons experiment, it has been proposed that the reaction energy can be shared among a large number of deuterons. In order to help quantify how many deuterons are required to be consistent with experiment, we have computed the neutron yield for deuteron-deuteron fusion reactions in both PdD and in D2O.","Fleischmann-Pons effect, Correlation of neutrons with heat, Neutron yield for deuterons in PdD, Energy exchange with deuterons",1591_BiberianJPjcondensedb.pdf,,41.0,46.0
"Hagelstein, P. L.",2010,Secondary Neutron Yield in the Presence of Energetic Alpha Particles in PdD,J. Condensed Matter Nucl. Sci.,3,http://lenr-canr.org/acrobat/BiberianJPjcondensedb.pdf#page=47,2010-08-27,"It has been proposed that energy can be released in the Fleischmann-Pons experiment as energetic alpha particles in aneutronic fusion reactions. In this scenario, the energetic alpha particles could be ""hidden"" since they have a relatively short range in PdD. We evaluate the yield of secondary neutrons which result from deuteron-deuteron fusion reactions from energetic deuterons produced in collisions with energetic alpha particles.","Secondary neutron yield, Fleischmann-Pons effect, Aneutronic fusion, Correlation of excess power and neutrons",1592_BiberianJPjcondensedb.pdf,,47.0,55.0
"Hagelstein, P. L.",2010,On the connection between Ka X-rays and energetic alpha particles in Fleischmann-Pons experiments,J. Condensed Matter Nucl. Sci.,3,http://lenr-canr.org/acrobat/BiberianJPjcondensedb.pdf#page=56,2010-08-27,"X-ray emission at Kα energies has been reported in Fleischmann-Pons experiments, and alpha particle emission has been reported in others. It is possible for energetic alpha particles to result in Kα radiation following impact ionization. As a result, one might imagine that Ka radiation is a signature of energetic ions in these experiments. We have calculated yields for Kα X-rays as a function of the energetic alpha particle energy in PdD. As a result of these calculations, we conclude that it is unlikely that these X-rays are a result of energetic alpha particles. We note that energetic alpha particles can produce excitation in lithium at 478 keV, and that the relative line strength of the Pd Kα, the Pt Kα and the Li 478 keV line can be used as a consistency check for energetic alpha particles.","Fleischmann-Pons experiments, K-alpha emission, Gamma-emission, 478 keV line of 7Li",1593_BiberianJPjcondensedb.pdf,,56.0,64.0
